case_id,corpus_id,human_label,uncertain,task,stratum,N,n,pi,year,venue_abbr
NCV-0247,69612,propose_new,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2022,GECCO
NCV-0252,69803,propose_new,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2022,GECCO
NCV-0255,59490,apply,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,EVOINT
NCV-0258,55,hybrid,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2025,ACMTELO
NCV-0263,59808,improve,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2022,EVOINT
NCV-0264,69978,benchmark,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2021,GECCO
NCV-0269,21854,propose_new,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2023,CEC
NCV-0276,101733,apply,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2021,SWEVC
NCV-0279,59639,hybrid,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2022,EVOINT
NCV-0290,71087,apply,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2022,ICSI
NCV-0292,104733,benchmark,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2022,TEVC
NCV-0293,92435,theory,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2024,PPSN
NCV-0295,100504,improve,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2025,SWEVC
NCV-0297,56881,benchmark,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2023,EUROGP
NCV-0304,59502,apply,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,EVOINT
NCV-0305,101789,apply,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2021,SWEVC
NCV-0311,104500,hybrid,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,TEVC
NCV-0316,100718,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2025,SWEVC
NCV-0319,69592,improve,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2022,GECCO
NCV-0324,104485,improve,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,TEVC
NCV-0326,21896,propose_new,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2023,CEC
NCV-0327,101640,apply,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2021,SWEVC
NCV-0337,57770,apply,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2022,EVOAPP
NCV-0342,22047,apply,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2022,CEC
NCV-0344,59412,benchmark,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,EVOINT
NCV-0359,104421,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2025,TEVC
NCV-0360,21201,hybrid,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,SWEVC
NCV-0373,101043,benchmark,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,SWEVC
NCV-0375,70249,hybrid,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2021,GECCO
NCV-0378,70906,improve,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2025,ICSI
NCV-0381,100395,apply,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2025,SWEVC
NCV-0382,59775,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2021,EVOINT
NCV-0384,57630,other,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2025,EVOAPP
NCV-0387,104830,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2022,TEVC
NCV-0391,59644,apply,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2023,EVOINT
NCV-0399,101251,improve,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,SWEVC
NCV-0402,101628,other,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2022,SWEVC
NCV-0407,22134,apply,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2022,CEC
NCV-0419,60358,propose_new,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2025,FOGA
NCV-0426,59237,hybrid,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2025,EVOINT
NCV-0427,70362,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2025,GPEM
NCV-0428,100754,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2025,SWEVC
NCV-0429,59701,hybrid,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2023,EVOINT
NCV-0431,23831,review,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2023,ECJ
NCV-0432,104737,improve,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2022,TEVC
NCV-0435,101344,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,SWEVC
NCV-0439,91116,theory,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2022,MEMETIC
NCV-0441,104567,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2023,TEVC
NCV-0459,67880,theory,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2025,GECCO
NCV-0464,68887,benchmark,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2023,GECCO
NCV-0474,68845,hybrid,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2024,GECCO
NCV-0477,23835,theory,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2023,ECJ
NCV-0478,68768,benchmark,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2024,GECCO
NCV-0480,70960,apply,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2024,ICSI
NCV-0484,69628,benchmark,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2022,GECCO
NCV-0485,70482,improve,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2021,GPEM
NCV-0493,21233,propose_new,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2022,CEC
NCV-0500,59648,apply,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,EVOINT
NCV-0504,100153,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2021,SWARMINT
NCV-0507,67996,benchmark,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2025,GECCO
NCV-0514,22383,apply,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2021,CEC
NCV-0534,21864,benchmark,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2023,CEC
NCV-0544,21511,improve,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2024,CEC
NCV-0549,69718,benchmark,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2022,GECCO
NCV-0554,67830,propose_new,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2025,GECCO
NCV-0555,91038,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,MEMETIC
NCV-0576,60055,apply,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2021,EVOINT
NCV-0577,68520,theory,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2024,GECCO
NCV-0583,21355,hybrid,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2025,CEC
NCV-0585,69032,propose_new,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2023,GECCO
NCV-0597,22013,benchmark,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2022,CEC
NCV-0602,59179,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2025,EVOINT
NCV-0604,101654,apply,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2021,SWEVC
NCV-0606,101224,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,SWEVC
NCV-0610,59403,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,EVOINT
NCV-0612,59592,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,EVOINT
NCV-0614,68408,propose_new,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2024,GECCO
NCV-0620,59922,benchmark,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2022,EVOINT
NCV-0623,100920,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2025,SWEVC
NCV-0631,59886,apply,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2021,EVOINT
NCV-0634,100136,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2023,SWARMINT
NCV-0638,101656,apply,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2022,SWEVC
NCV-0639,21439,improve,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2025,CEC
NCV-0644,57856,benchmark,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2021,EVOAPP
NCV-0649,104395,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2025,TEVC
NCV-0652,92393,improve,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2024,PPSN
NCV-0653,68687,hybrid,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2024,GECCO
NCV-0666,104469,theory,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,TEVC
NCV-0668,69252,improve,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2023,GECCO
NCV-0674,22152,apply,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2022,CEC
NCV-0684,24254,theory,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2025,EMO
NCV-0689,101153,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,SWEVC
NCV-0692,70267,theory,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2021,GECCO
NCV-0695,69890,theory,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2022,GECCO
NCV-0701,68552,improve,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2024,GECCO
NCV-0708,101709,hybrid,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2021,SWEVC
NCV-0712,69434,apply,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2022,GECCO
NCV-0715,59394,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,EVOINT
NCV-0726,101014,theory,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,SWEVC
NCV-0733,101387,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2023,SWEVC
NCV-0737,68625,hybrid,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2024,GECCO
NCV-0740,100692,apply,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2025,SWEVC
NCV-0745,69375,propose_new,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2023,GECCO
NCV-0751,59879,apply,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2022,EVOINT
NCV-0754,24273,improve,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2023,EMO
NCV-0757,104435,improve,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2025,TEVC
NCV-0762,21358,hybrid,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2025,CEC
NCV-0784,60025,apply,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2021,EVOINT
NCV-0787,59385,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,EVOINT
NCV-0792,59841,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2022,EVOINT
NCV-0806,100831,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2025,SWEVC
NCV-0809,69445,apply,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2022,GECCO
NCV-0814,104825,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2022,TEVC
NCV-0816,70192,theory,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2021,GECCO
NCV-0817,21948,apply,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2023,CEC
NCV-0824,100946,apply,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2025,SWEVC
NCV-0833,59127,apply,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2025,EVOINT
NCV-0834,101410,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2022,SWEVC
NCV-0837,104597,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,TEVC
NCV-0838,67842,propose_new,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2025,GECCO
NCV-0840,22086,improve,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2022,CEC
NCV-0850,92447,apply,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2024,PPSN
NCV-0853,69286,benchmark,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2023,GECCO
NCV-0863,60034,review,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2021,EVOINT
NCV-0868,59818,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2022,EVOINT
NCV-0870,104427,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2025,TEVC
NCV-0874,59732,other,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2022,EVOINT
NCV-0883,92453,benchmark,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2024,PPSN
NCV-0886,68730,theory,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2024,GECCO
NCV-0895,68882,propose_new,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2023,GECCO
NCV-0897,56862,improve,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2025,EUROGP
NCV-0901,59663,hybrid,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,EVOINT
NCV-0906,69555,propose_new,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2022,GECCO
NCV-0909,69998,apply,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2021,GECCO
NCV-0912,100689,hybrid,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2025,SWEVC
NCV-0913,91162,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2021,MEMETIC
NCV-0920,21555,apply,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2024,CEC
NCV-0921,101154,benchmark,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,SWEVC
NCV-0922,21347,propose_new,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2025,CEC
NCV-0924,69398,apply,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2023,GECCO
NCV-0943,59577,improve,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2024,EVOINT
NCV-0955,101740,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2021,SWEVC
NCV-0968,59868,apply,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2021,EVOINT
NCV-0974,70172,hybrid,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2021,GECCO
NCV-0976,104732,propose_new,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2023,TEVC
NCV-0979,59356,improve,,m1,Core EC journals|new_gold_excluding_old,3169,100,0.0315556958030924,2025,EVOINT
NCV-0984,69086,propose_new,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2023,GECCO
NCV-0991,22370,propose_new,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2021,CEC
NCV-0992,21702,improve,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2024,CEC
NCV-0994,71094,hybrid,,m1,Core EC conferences|new_gold_excluding_old,4756,100,0.0210260723296888,2022,ICSI
