corpus_id,year,venue_abbr,label_MiniMax-M3,label_GLM-5.3,label_DeepSeek-V4.1-Flash,label_Claude-Sonnet-5,era,N1,n1,pi1,candidate,sampling_label
90922,1997,JOH,apply,apply,benchmark,benchmark,1990-1999,947,333,0.35163674762407604,True,apply
76772,2015,INS,other,theory,other,theory,2015-2019,20521,333,0.016227279372350276,True,other
102934,2025,TETCI,propose_new,improve,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
2023,2016,ASOC,hybrid,hybrid,hybrid,hybrid,2015-2019,20521,333,0.016227279372350276,True,hybrid
88079,2025,INS,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
93946,1996,PPSN,apply,apply,apply,other,1990-1999,947,333,0.35163674762407604,True,apply
124601,2010,INS,apply,improve,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new
118176,2002,CEC,apply,apply,apply,apply,2000-2004,4013,333,0.08298031397956641,True,apply
80517,2019,INS,propose_new,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new
94270,2018,SOFTCOMP,propose_new,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new
63911,2010,GECCO,propose_new,propose_new,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new
64624,2009,GECCO,apply,benchmark,apply,apply,2005-2009,13159,333,0.02530587430655825,True,apply
32183,2012,ESWA,hybrid,hybrid,hybrid,hybrid,2010-2014,20442,333,0.016289991194599354,True,hybrid
38370,2019,ESWA,hybrid,propose_new,hybrid,propose_new,2015-2019,20521,333,0.016227279372350276,True,hybrid
30569,2014,ESWA,improve,hybrid,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new
89157,2004,INS,other,apply,other,other,2000-2004,4013,333,0.08298031397956641,True,other
27106,2006,ESWA,other,propose_new,other,other,2005-2009,13159,333,0.02530587430655825,True,other
94103,1992,PPSN,theory,other,other,other,1990-1999,947,333,0.35163674762407604,True,other
4832,2020,ASOC,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
57859,2021,EVOAPP,improve,improve,improve,improve,2020-2025,40240,333,0.008275347912524851,True,improve
22236,2021,CEC,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
17131,2010,CEC,improve,improve,improve,improve,2010-2014,20442,333,0.016289991194599354,True,improve
6585,2018,ASOC,propose_new,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new
93557,2004,PPSN,improve,improve,improve,improve,2000-2004,4013,333,0.08298031397956641,True,improve
96280,2014,SSCI,propose_new,propose_new,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new
25231,2009,ESWA,propose_new,propose_new,other,propose_new,2005-2009,13159,333,0.02530587430655825,True,propose_new
90755,2004,JOH,improve,hybrid,improve,improve,2000-2004,4013,333,0.08298031397956641,True,improve
122861,2005,INS,review,other,other,other,2005-2009,13159,333,0.02530587430655825,True,other
57536,2000,EUROGP,improve,improve,improve,improve,2000-2004,4013,333,0.08298031397956641,True,improve
105468,2012,TEVC,improve,improve,improve,apply,2010-2014,20442,333,0.016289991194599354,True,improve
75130,2008,INS,propose_new,propose_new,propose_new,propose_new,2005-2009,13159,333,0.02530587430655825,True,propose_new
34779,2016,ESWA,propose_new,propose_new,other,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new
32384,2012,ESWA,apply,apply,apply,apply,2010-2014,20442,333,0.016289991194599354,True,apply
97603,2023,SSCI,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
27482,2004,ESWA,hybrid,hybrid,hybrid,propose_new,2000-2004,4013,333,0.08298031397956641,True,hybrid
37343,2021,ESWA,improve,improve,improve,propose_new,2020-2025,40240,333,0.008275347912524851,True,improve
46094,2024,ESWA,improve,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
37250,2020,ESWA,apply,apply,propose_new,apply,2020-2025,40240,333,0.008275347912524851,True,apply
94649,2015,SSCI,other,other,other,other,2015-2019,20521,333,0.016227279372350276,True,other
96436,2013,SSCI,review,review,propose_new,other,2010-2014,20442,333,0.016289991194599354,True,review
30740,2014,ESWA,propose_new,improve,propose_new,improve,2010-2014,20442,333,0.016289991194599354,True,propose_new
90063,1997,INS,improve,improve,improve,improve,1990-1999,947,333,0.35163674762407604,True,improve
50013,2025,ESWA,hybrid,hybrid,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,hybrid
89221,2002,INS,apply,apply,apply,apply,2000-2004,4013,333,0.08298031397956641,True,apply
89919,1998,INS,other,propose_new,propose_new,propose_new,1990-1999,947,333,0.35163674762407604,True,propose_new
94207,1991,PPSN,propose_new,propose_new,propose_new,propose_new,1990-1999,947,333,0.35163674762407604,True,propose_new
118311,2002,CEC,hybrid,hybrid,hybrid,improve,2000-2004,4013,333,0.08298031397956641,True,hybrid
3015,2014,ASOC,propose_new,propose_new,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new
61556,2005,GECCO,theory,theory,theory,theory,2005-2009,13159,333,0.02530587430655825,True,theory
31525,2012,ESWA,apply,propose_new,benchmark,apply,2010-2014,20442,333,0.016289991194599354,True,apply
117995,2001,CEC,apply,propose_new,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,propose_new
57410,2003,EUROGP,improve,improve,improve,propose_new,2000-2004,4013,333,0.08298031397956641,True,improve
27671,2011,ESWA,apply,propose_new,propose_new,other,2010-2014,20442,333,0.016289991194599354,True,propose_new
125168,2012,INS,other,other,other,other,2010-2014,20442,333,0.016289991194599354,True,other
94779,2016,SSCI,propose_new,propose_new,other,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new
96971,2007,SSCI,other,propose_new,propose_new,propose_new,2005-2009,13159,333,0.02530587430655825,True,propose_new
9295,2021,ASOC,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
105773,2008,TEVC,improve,improve,improve,improve,2005-2009,13159,333,0.02530587430655825,True,improve
118094,2002,CEC,hybrid,hybrid,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,hybrid
90893,1999,JOH,improve,apply,apply,propose_new,1990-1999,947,333,0.35163674762407604,True,apply
24006,2016,ECJ,apply,apply,apply,apply,2015-2019,20521,333,0.016227279372350276,True,apply
90928,1997,JOH,improve,improve,improve,improve,1990-1999,947,333,0.35163674762407604,True,improve
100389,2025,SWEVC,hybrid,hybrid,hybrid,propose_new,2020-2025,40240,333,0.008275347912524851,True,hybrid
93572,2004,PPSN,improve,apply,improve,apply,2000-2004,4013,333,0.08298031397956641,True,improve
15132,2006,CEC,improve,improve,propose_new,improve,2005-2009,13159,333,0.02530587430655825,True,improve
27293,2005,ESWA,apply,apply,apply,apply,2005-2009,13159,333,0.02530587430655825,True,apply
5758,2019,ASOC,hybrid,hybrid,hybrid,propose_new,2015-2019,20521,333,0.016227279372350276,True,hybrid
11351,2024,ASOC,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
124457,2010,INS,other,review,other,other,2010-2014,20442,333,0.016289991194599354,True,other
8782,2023,ASOC,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
93786,1996,PPSN,theory,theory,theory,theory,1990-1999,947,333,0.35163674762407604,True,theory
76157,2017,INS,propose_new,propose_new,propose_new,other,2015-2019,20521,333,0.016227279372350276,True,propose_new
1597,2016,ASOC,improve,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new
89511,2000,INS,theory,theory,theory,theory,2000-2004,4013,333,0.08298031397956641,True,theory
78351,2014,INS,apply,benchmark,benchmark,benchmark,2010-2014,20442,333,0.016289991194599354,True,benchmark
95893,2013,SSCI,propose_new,propose_new,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new
118050,2002,CEC,improve,apply,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,propose_new
99200,2019,SSCI,apply,propose_new,propose_new,apply,2015-2019,20521,333,0.016227279372350276,True,apply
93964,1994,PPSN,improve,improve,improve,improve,1990-1999,947,333,0.35163674762407604,True,improve
2431,2016,ASOC,propose_new,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new
94527,2016,SSCI,apply,apply,other,apply,2015-2019,20521,333,0.016227279372350276,True,apply
60726,2007,GECCO,propose_new,propose_new,propose_new,propose_new,2005-2009,13159,333,0.02530587430655825,True,propose_new
60796,2007,GECCO,theory,theory,theory,theory,2005-2009,13159,333,0.02530587430655825,True,theory
24877,2001,EMO,propose_new,propose_new,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,propose_new
8824,2022,ASOC,improve,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
28164,2011,ESWA,apply,propose_new,propose_new,apply,2010-2014,20442,333,0.016289991194599354,True,apply
94013,1994,PPSN,propose_new,propose_new,propose_new,propose_new,1990-1999,947,333,0.35163674762407604,True,propose_new
99600,2017,SSCI,other,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new
93399,2004,PPSN,apply,apply,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,apply
17026,2009,CEC,apply,apply,improve,apply,2005-2009,13159,333,0.02530587430655825,True,apply
15953,2013,CEC,apply,apply,apply,apply,2010-2014,20442,333,0.016289991194599354,True,apply
89971,1997,INS,other,propose_new,propose_new,propose_new,1990-1999,947,333,0.35163674762407604,True,propose_new
93758,1998,PPSN,propose_new,improve,propose_new,propose_new,1990-1999,947,333,0.35163674762407604,True,propose_new
24163,2004,ECJ,propose_new,propose_new,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,propose_new
106051,2001,TEVC,hybrid,hybrid,apply,hybrid,2000-2004,4013,333,0.08298031397956641,True,hybrid
118867,2004,CEC,propose_new,propose_new,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,propose_new
89156,2004,INS,other,propose_new,propose_new,other,2000-2004,4013,333,0.08298031397956641,True,other
65619,2019,GECCO,other,other,other,other,2015-2019,20521,333,0.016227279372350276,True,other
17564,2009,CEC,improve,improve,improve,apply,2005-2009,13159,333,0.02530587430655825,True,improve
90075,1997,INS,apply,propose_new,hybrid,propose_new,1990-1999,947,333,0.35163674762407604,True,propose_new
22342,2021,CEC,hybrid,hybrid,hybrid,hybrid,2020-2025,40240,333,0.008275347912524851,True,hybrid
105157,2018,TEVC,improve,hybrid,hybrid,propose_new,2015-2019,20521,333,0.016227279372350276,True,hybrid
93713,1998,PPSN,hybrid,hybrid,hybrid,propose_new,1990-1999,947,333,0.35163674762407604,True,hybrid
60312,2008,EVOINT,review,review,review,review,2005-2009,13159,333,0.02530587430655825,True,review
70844,2003,GPEM,benchmark,benchmark,benchmark,benchmark,2000-2004,4013,333,0.08298031397956641,True,benchmark
37257,2020,ESWA,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
31929,2013,ESWA,propose_new,propose_new,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new
76373,2016,INS,improve,improve,propose_new,improve,2015-2019,20521,333,0.016227279372350276,True,improve
27223,2006,ESWA,apply,propose_new,propose_new,other,2005-2009,13159,333,0.02530587430655825,True,propose_new
24830,2005,EMO,improve,apply,improve,apply,2005-2009,13159,333,0.02530587430655825,True,improve
64614,2009,GECCO,other,propose_new,propose_new,other,2005-2009,13159,333,0.02530587430655825,True,other
97980,2022,SSCI,propose_new,hybrid,hybrid,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
8528,2022,ASOC,hybrid,hybrid,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,hybrid
99748,2017,SSCI,improve,propose_new,hybrid,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new
77084,2015,INS,other,propose_new,propose_new,other,2015-2019,20521,333,0.016227279372350276,True,other
44196,2024,ESWA,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
3736,2013,ASOC,propose_new,propose_new,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new
26861,2007,ESWA,apply,apply,apply,apply,2005-2009,13159,333,0.02530587430655825,True,apply
71534,2018,ICSI,apply,apply,apply,other,2015-2019,20521,333,0.016227279372350276,True,apply
60629,2007,GECCO,improve,improve,improve,improve,2005-2009,13159,333,0.02530587430655825,True,improve
99423,2018,SSCI,apply,apply,apply,apply,2015-2019,20521,333,0.016227279372350276,True,apply
89891,1998,INS,propose_new,propose_new,propose_new,propose_new,1990-1999,947,333,0.35163674762407604,True,propose_new
41482,2023,ESWA,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
75737,2007,INS,improve,improve,propose_new,improve,2005-2009,13159,333,0.02530587430655825,True,improve
34377,2017,ESWA,apply,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new
71950,2015,ICSI,other,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new
89592,2000,INS,improve,improve,improve,improve,2000-2004,4013,333,0.08298031397956641,True,improve
61023,2006,GECCO,improve,improve,propose_new,improve,2005-2009,13159,333,0.02530587430655825,True,improve
33284,2018,ESWA,hybrid,hybrid,hybrid,propose_new,2015-2019,20521,333,0.016227279372350276,True,hybrid
93841,1996,PPSN,propose_new,propose_new,propose_new,propose_new,1990-1999,947,333,0.35163674762407604,True,propose_new
101566,2022,SWEVC,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
89005,2003,INS,review,review,review,review,2000-2004,4013,333,0.08298031397956641,True,review
45671,2024,ESWA,improve,improve,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,improve
31151,2013,ESWA,other,propose_new,other,propose_new,2010-2014,20442,333,0.016289991194599354,True,other
85128,2024,INS,propose_new,improve,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
95889,2013,SSCI,apply,apply,apply,other,2010-2014,20442,333,0.016289991194599354,True,apply
123130,2006,INS,other,other,other,other,2005-2009,13159,333,0.02530587430655825,True,other
94201,1991,PPSN,theory,theory,theory,theory,1990-1999,947,333,0.35163674762407604,True,theory
15082,2006,CEC,propose_new,propose_new,propose_new,propose_new,2005-2009,13159,333,0.02530587430655825,True,propose_new
123186,2006,INS,other,other,other,other,2005-2009,13159,333,0.02530587430655825,True,other
58389,2013,EVOAPP,improve,improve,improve,improve,2010-2014,20442,333,0.016289991194599354,True,improve
95964,2013,SSCI,theory,theory,theory,theory,2010-2014,20442,333,0.016289991194599354,True,theory
103184,2025,TETCI,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
89849,1999,INS,other,propose_new,other,other,1990-1999,947,333,0.35163674762407604,True,other
94147,1992,PPSN,propose_new,propose_new,propose_new,other,1990-1999,947,333,0.35163674762407604,True,propose_new
44752,2024,ESWA,improve,propose_new,improve,propose_new,2020-2025,40240,333,0.008275347912524851,True,improve
89632,1999,INS,other,other,other,other,1990-1999,947,333,0.35163674762407604,True,other
45399,2024,ESWA,improve,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
89890,1998,INS,improve,improve,improve,improve,1990-1999,947,333,0.35163674762407604,True,improve
91930,2018,NATCOMP,propose_new,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new
93228,2008,PPSN,theory,theory,theory,theory,2005-2009,13159,333,0.02530587430655825,True,theory
43003,2023,ESWA,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
118699,2003,CEC,propose_new,propose_new,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,propose_new
18894,2018,CEC,improve,improve,propose_new,improve,2015-2019,20521,333,0.016227279372350276,True,improve
26421,2008,ESWA,apply,propose_new,propose_new,apply,2005-2009,13159,333,0.02530587430655825,True,apply
85270,2023,INS,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
89981,1997,INS,propose_new,propose_new,,propose_new,1990-1999,947,333,0.35163674762407604,True,propose_new
89472,2001,INS,improve,hybrid,propose_new,apply,2000-2004,4013,333,0.08298031397956641,True,improve
118597,2003,CEC,apply,apply,apply,propose_new,2000-2004,4013,333,0.08298031397956641,True,apply
30014,2010,ESWA,propose_new,propose_new,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new
95376,2014,SSCI,apply,apply,apply,apply,2010-2014,20442,333,0.016289991194599354,True,apply
93505,2004,PPSN,propose_new,propose_new,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,propose_new
90085,1997,INS,propose_new,propose_new,propose_new,propose_new,1990-1999,947,333,0.35163674762407604,True,propose_new
80297,2018,INS,other,theory,theory,theory,2015-2019,20521,333,0.016227279372350276,True,theory
118801,2004,CEC,hybrid,hybrid,hybrid,hybrid,2000-2004,4013,333,0.08298031397956641,True,hybrid
11426,2024,ASOC,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
94111,1992,PPSN,improve,propose_new,propose_new,other,1990-1999,947,333,0.35163674762407604,True,propose_new
1052,2008,ASOC,apply,hybrid,propose_new,improve,2005-2009,13159,333,0.02530587430655825,True,apply
27680,2011,ESWA,apply,apply,apply,apply,2010-2014,20442,333,0.016289991194599354,True,apply
24014,2014,ECJ,apply,propose_new,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new
56853,2025,EUROGP,benchmark,benchmark,benchmark,benchmark,2020-2025,40240,333,0.008275347912524851,True,benchmark
24988,2009,ESWA,propose_new,propose_new,propose_new,propose_new,2005-2009,13159,333,0.02530587430655825,True,propose_new
93625,2000,PPSN,improve,improve,improve,improve,2000-2004,4013,333,0.08298031397956641,True,improve
21478,2025,CEC,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
5442,2017,ASOC,hybrid,hybrid,hybrid,hybrid,2015-2019,20521,333,0.016227279372350276,True,hybrid
124034,2009,INS,other,other,other,other,2005-2009,13159,333,0.02530587430655825,True,other
95895,2013,SSCI,propose_new,propose_new,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new
838,2009,ASOC,apply,propose_new,propose_new,propose_new,2005-2009,13159,333,0.02530587430655825,True,propose_new
25102,2009,ESWA,review,review,review,review,2005-2009,13159,333,0.02530587430655825,True,review
79677,2020,INS,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
94212,1991,PPSN,improve,improve,improve,improve,1990-1999,947,333,0.35163674762407604,True,improve
117698,2000,CEC,propose_new,propose_new,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,propose_new
124208,2009,INS,other,other,other,apply,2005-2009,13159,333,0.02530587430655825,True,other
99694,2017,SSCI,other,other,apply,other,2015-2019,20521,333,0.016227279372350276,True,other
9968,2025,ASOC,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
20757,2014,CEC,propose_new,propose_new,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new
106019,2003,TEVC,apply,apply,apply,apply,2000-2004,4013,333,0.08298031397956641,True,apply
97756,2023,SSCI,propose_new,propose_new,propose_new,improve,2020-2025,40240,333,0.008275347912524851,True,propose_new
61694,2005,GECCO,apply,apply,apply,apply,2005-2009,13159,333,0.02530587430655825,True,apply
29318,2010,ESWA,hybrid,hybrid,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,hybrid
75071,2009,INS,other,propose_new,propose_new,other,2005-2009,13159,333,0.02530587430655825,True,other
113766,2022,SOFTCOMP,other,theory,other,propose_new,2020-2025,40240,333,0.008275347912524851,True,other
70247,2021,GECCO,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new
57380,2004,EUROGP,benchmark,benchmark,benchmark,benchmark,2000-2004,4013,333,0.08298031397956641,True,benchmark
123404,2007,INS,review,other,other,other,2005-2009,13159,333,0.02530587430655825,True,other
15943,2013,CEC,improve,improve,propose_new,improve,2010-2014,20442,333,0.016289991194599354,True,improve
89841,1998,INS,theory,other,other,other,1990-1999,947,333,0.35163674762407604,True,other
73912,2011,INS,propose_new,propose_new,propose_new,other,2010-2014,20442,333,0.016289991194599354,True,propose_new
94215,1991,PPSN,apply,apply,apply,apply,1990-1999,947,333,0.35163674762407604,True,apply
1178,2007,ASOC,propose_new,propose_new,propose_new,propose_new,2005-2009,13159,333,0.02530587430655825,True,propose_new
78145,2015,INS,propose_new,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new
66317,2018,GECCO,apply,apply,apply,apply,2015-2019,20521,333,0.016227279372350276,True,apply
89176,2003,INS,hybrid,propose_new,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,propose_new
93980,1994,PPSN,apply,apply,improve,other,1990-1999,947,333,0.35163674762407604,True,apply
