corpus_id,year,venue_abbr,group,label,period,stratum,weight,N_h,n_h,pi1,second_label,masked_label
34528,2017,ESWA,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,dl_native
7959,2022,ASOC,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,4.979381,483,97,0.20082815734989648,neuroevolution,hybrid
9551,2021,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,other
6773,2017,ASOC,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,dl_native
46985,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
57780,2022,EVOAPP,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,1.0,72,72,1.0,dl_native,dl_native
44156,2024,ESWA,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,4.979381,483,97,0.20082815734989648,dl_native,hybrid
81142,2020,INS,Mixed journals,hybrid,2016-2020,Mixed journals|hybrid|2016-2020,2.0,38,19,0.5,hybrid,hybrid
57639,2025,EVOAPP,Core EC conferences,neuroevolution,2021-2025,Core EC conferences|neuroevolution|2021-2025,3.4375,110,32,0.2909090909090909,neuroevolution,neuroevolution
40674,2022,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
92579,2020,PPSN,Core EC conferences,neuroevolution,2016-2020,Core EC conferences|neuroevolution|2016-2020,3.142857,88,28,0.3181818181818182,neuroevolution,other
37888,2021,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
43159,2024,ESWA,Mixed journals,other,2021-2025,Mixed journals|other|2021-2025,5.048077,525,104,0.1980952380952381,other,other
41975,2023,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
103941,2018,TETCI,Mixed journals,other,2016-2020,Mixed journals|other|2016-2020,2.75,66,24,0.36363636363636365,hybrid,hybrid
41711,2023,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
59715,2023,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.0,86,86,1.0,dl_native,dl_native
7196,2023,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
115912,2025,SOFTCOMP,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
44817,2024,ESWA,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,4.979381,483,97,0.20082815734989648,hybrid,hybrid
84093,2021,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
97589,2023,SSCI,SSCI (mixed conf.),other,2021-2025,SSCI (mixed conf.)|other|2021-2025,1.0,12,12,1.0,dl_native,other
99811,2017,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,4.255319,200,47,0.235,dl_native,dl_native
88487,2025,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
46475,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
92408,2024,PPSN,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,1.0,72,72,1.0,hybrid,neuroevolution
11192,2024,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
48601,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
91075,2024,MEMETIC,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.0,86,86,1.0,dl_native,dl_native
83024,2022,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
44340,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
37156,2021,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
59365,2024,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.0,86,86,1.0,dl_native,dl_native
9709,2022,ASOC,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,4.979381,483,97,0.20082815734989648,hybrid,hybrid
40570,2022,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
59913,2022,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.0,86,86,1.0,dl_native,dl_native
25913,2009,ESWA,Mixed journals,other,<=2015,Mixed journals|other|<=2015,1.529412,26,17,0.6538461538461539,other,other
57663,2025,EVOAPP,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,1.0,72,72,1.0,dl_native,dl_native
46647,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
49682,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
46239,2024,ESWA,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,4.979381,483,97,0.20082815734989648,hybrid,hybrid
80135,2019,INS,Mixed journals,other,2016-2020,Mixed journals|other|2016-2020,2.75,66,24,0.36363636363636365,dl_native,other
44322,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
103724,2022,TETCI,Mixed journals,other,2021-2025,Mixed journals|other|2021-2025,5.048077,525,104,0.1980952380952381,dl_native,hybrid
59960,2022,EVOINT,Core EC journals,other,2021-2025,Core EC journals|other|2021-2025,2.105263,40,19,0.475,dl_native,dl_native
21753,2024,CEC,Core EC conferences,other,2021-2025,Core EC conferences|other|2021-2025,2.521739,58,23,0.39655172413793105,hybrid,hybrid
11537,2025,ASOC,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,4.979381,483,97,0.20082815734989648,neuroevolution,hybrid
12293,2024,ASOC,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,4.979381,483,97,0.20082815734989648,hybrid,hybrid
86511,2023,INS,Mixed journals,other,2021-2025,Mixed journals|other|2021-2025,5.048077,525,104,0.1980952380952381,dl_native,dl_native
65647,2019,GECCO,Core EC conferences,neuroevolution,2016-2020,Core EC conferences|neuroevolution|2016-2020,3.142857,88,28,0.3181818181818182,neuroevolution,neuroevolution
21746,2024,CEC,Core EC conferences,other,2021-2025,Core EC conferences|other|2021-2025,2.521739,58,23,0.39655172413793105,other,other
98091,2021,SSCI,SSCI (mixed conf.),dl_native,2021-2025,SSCI (mixed conf.)|dl_native|2021-2025,4.0,160,40,0.25,dl_native,dl_native
23427,2015,CIM,Mixed journals,other,<=2015,Mixed journals|other|<=2015,1.529412,26,17,0.6538461538461539,other,other
40750,2022,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
49756,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
7732,2022,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
98676,2020,SSCI,SSCI (mixed conf.),hybrid,2016-2020,SSCI (mixed conf.)|hybrid|2016-2020,1.0,8,8,1.0,hybrid,hybrid
9780,2021,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
42843,2023,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
59260,2025,EVOINT,Core EC journals,hybrid,2021-2025,Core EC journals|hybrid|2021-2025,3.185185,86,27,0.313953488372093,neuroevolution,hybrid
48461,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
69558,2022,GECCO,Core EC conferences,neuroevolution,2021-2025,Core EC conferences|neuroevolution|2021-2025,3.4375,110,32,0.2909090909090909,other,hybrid
12401,2024,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
85439,2024,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,other
69880,2022,GECCO,Core EC conferences,neuroevolution,2021-2025,Core EC conferences|neuroevolution|2021-2025,3.4375,110,32,0.2909090909090909,neuroevolution,neuroevolution
48053,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
4299,2020,ASOC,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,dl_native
8726,2022,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
41787,2023,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
48541,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
10697,2025,ASOC,Mixed journals,other,2021-2025,Mixed journals|other|2021-2025,5.048077,525,104,0.1980952380952381,dl_native,other
49708,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
91051,2024,MEMETIC,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.0,86,86,1.0,dl_native,dl_native
12113,2024,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
49446,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
59677,2023,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.0,86,86,1.0,dl_native,dl_native
49774,2025,ESWA,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,4.979381,483,97,0.20082815734989648,neuroevolution,hybrid
28383,2011,ESWA,Mixed journals,other,<=2015,Mixed journals|other|<=2015,1.529412,26,17,0.6538461538461539,other,other
45709,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
47790,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
5757,2019,ASOC,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,dl_native
104212,2025,TEVC,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.0,86,86,1.0,hybrid,dl_native
33825,2018,ESWA,Mixed journals,hybrid,2016-2020,Mixed journals|hybrid|2016-2020,2.0,38,19,0.5,dl_native,other
59790,2023,EVOINT,Core EC journals,other,2021-2025,Core EC journals|other|2021-2025,2.105263,40,19,0.475,hybrid,hybrid
36723,2021,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
7353,2023,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
59883,2021,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.0,86,86,1.0,dl_native,dl_native
97617,2023,SSCI,SSCI (mixed conf.),dl_native,2021-2025,SSCI (mixed conf.)|dl_native|2021-2025,4.0,160,40,0.25,dl_native,dl_native
99345,2018,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,4.255319,200,47,0.235,dl_native,dl_native
8355,2022,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
79914,2019,INS,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,dl_native
48577,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
84271,2024,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
99615,2017,SSCI,SSCI (mixed conf.),other,2016-2020,SSCI (mixed conf.)|other|2016-2020,1.1875,19,16,0.8421052631578947,hybrid,hybrid
97570,2023,SSCI,SSCI (mixed conf.),dl_native,2021-2025,SSCI (mixed conf.)|dl_native|2021-2025,4.0,160,40,0.25,dl_native,dl_native
111378,2020,SOFTCOMP,Mixed journals,other,2016-2020,Mixed journals|other|2016-2020,2.75,66,24,0.36363636363636365,other,other
6100,2017,ASOC,Mixed journals,hybrid,2016-2020,Mixed journals|hybrid|2016-2020,2.0,38,19,0.5,hybrid,hybrid
48224,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
118044,2002,CEC,Core EC conferences,other,<=2015,Core EC conferences|other|<=2015,1.0,4,4,1.0,other,other
8844,2022,ASOC,Mixed journals,neuroevolution,2021-2025,Mixed journals|neuroevolution|2021-2025,3.419355,106,31,0.29245283018867924,neuroevolution,neuroevolution
103317,2024,TETCI,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,other
83593,2021,INS,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,4.979381,483,97,0.20082815734989648,neuroevolution,neuroevolution
37755,2020,ESWA,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,dl_native
10542,2025,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
87580,2025,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
68012,2025,GECCO,Core EC conferences,neuroevolution,2021-2025,Core EC conferences|neuroevolution|2021-2025,3.4375,110,32,0.2909090909090909,neuroevolution,neuroevolution
18745,2019,CEC,Core EC conferences,hybrid,2016-2020,Core EC conferences|hybrid|2016-2020,2.47619,52,21,0.40384615384615385,neuroevolution,hybrid
23240,2020,CIM,Mixed journals,other,2016-2020,Mixed journals|other|2016-2020,2.75,66,24,0.36363636363636365,other,other
49911,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
83004,2022,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
41139,2023,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
60095,2020,EVOINT,Core EC journals,dl_native,2016-2020,Core EC journals|dl_native|2016-2020,1.0,2,2,1.0,dl_native,dl_native
71730,2017,ICSI,Core EC conferences,hybrid,2016-2020,Core EC conferences|hybrid|2016-2020,2.47619,52,21,0.40384615384615385,hybrid,hybrid
103912,2018,TETCI,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,dl_native
49903,2025,ESWA,Mixed journals,neuroevolution,2021-2025,Mixed journals|neuroevolution|2021-2025,3.419355,106,31,0.29245283018867924,neuroevolution,hybrid
103778,2020,TETCI,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,dl_native
86454,2023,INS,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,4.979381,483,97,0.20082815734989648,neuroevolution,hybrid
39200,2022,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
39294,2022,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
71162,2022,ICSI,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,1.0,72,72,1.0,dl_native,dl_native
8474,2021,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,other,other
99181,2019,SSCI,SSCI (mixed conf.),neuroevolution,2016-2020,SSCI (mixed conf.)|neuroevolution|2016-2020,1.0,15,15,1.0,dl_native,dl_native
49454,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,other
83376,2022,INS,Mixed journals,other,2021-2025,Mixed journals|other|2021-2025,5.048077,525,104,0.1980952380952381,other,other
103556,2022,TETCI,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
66852,2017,GECCO,Core EC conferences,neuroevolution,2016-2020,Core EC conferences|neuroevolution|2016-2020,3.142857,88,28,0.3181818181818182,other,neuroevolution
82523,2022,INS,Mixed journals,other,2021-2025,Mixed journals|other|2021-2025,5.048077,525,104,0.1980952380952381,other,other
10939,2025,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
40076,2022,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
98470,2020,SSCI,SSCI (mixed conf.),neuroevolution,2016-2020,SSCI (mixed conf.)|neuroevolution|2016-2020,1.0,15,15,1.0,neuroevolution,neuroevolution
98521,2020,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,4.255319,200,47,0.235,dl_native,dl_native
111,2021,ACMTELO,Core EC journals,hybrid,2021-2025,Core EC journals|hybrid|2021-2025,3.185185,86,27,0.313953488372093,hybrid,hybrid
37349,2021,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
85468,2024,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
82337,2022,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
9458,2021,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
4676,2020,ASOC,Mixed journals,neuroevolution,2016-2020,Mixed journals|neuroevolution|2016-2020,1.0,10,10,1.0,neuroevolution,hybrid
11235,2025,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
43887,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
82521,2022,INS,Mixed journals,other,2021-2025,Mixed journals|other|2021-2025,5.048077,525,104,0.1980952380952381,other,dl_native
44910,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
44825,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,other
10149,2025,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,other
