corpus_id,human_label,year,venue_abbr,group,label,period,stratum,weight,N_h,n_h,pi1,N2,n2,pi2
22130,hybrid,2022,CEC,Core EC conferences,hybrid,2021-2025,Core EC conferences|hybrid|2021-2025,36.120370370370374,235,54,0.2297872340425532,83,10,0.12048192771084337
83971,dl_native,2021,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
45203,dl_native,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
104885,neuroevolution,2021,TEVC,Core EC journals,neuroevolution,2021-2025,Core EC journals|neuroevolution|2021-2025,6.766666666666666,49,21,0.42857142857142855,29,10,0.3448275862068966
35,dl_native,2025,ACMTELO,Core EC journals,hybrid,2021-2025,Core EC journals|hybrid|2021-2025,11.148148148148149,86,27,0.313953488372093,35,10,0.2857142857142857
49129,dl_native,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
4435,dl_native,2019,ASOC,Mixed journals,other,2016-2020,Mixed journals|other|2016-2020,39.875,66,24,0.36363636363636365,145,10,0.06896551724137931
59933,dl_native,2023,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
59677,dl_native,2023,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
91015,dl_native,2025,MEMETIC,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
38337,other,2019,ESWA,Mixed journals,other,2016-2020,Mixed journals|other|2016-2020,39.875,66,24,0.36363636363636365,145,10,0.06896551724137931
97662,dl_native,2023,SSCI,SSCI (mixed conf.),dl_native,2021-2025,SSCI (mixed conf.)|dl_native|2021-2025,9.3,160,40,0.25,93,40,0.43010752688172044
98251,dl_native,2021,SSCI,SSCI (mixed conf.),dl_native,2021-2025,SSCI (mixed conf.)|dl_native|2021-2025,9.3,160,40,0.25,93,40,0.43010752688172044
68204,dl_native,2025,GECCO,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
10511,dl_native,2025,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
59359,dl_native,2024,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
45946,dl_native,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
10267,dl_native,2025,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
59484,dl_native,2024,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
22312,dl_native,2021,CEC,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
21763,dl_native,2024,CEC,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
104562,hybrid,2024,TEVC,Core EC journals,hybrid,2021-2025,Core EC journals|hybrid|2021-2025,11.148148148148149,86,27,0.313953488372093,35,10,0.2857142857142857
42939,dl_native,2023,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
59179,dl_native,2025,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
69558,neuroevolution,2022,GECCO,Core EC conferences,neuroevolution,2021-2025,Core EC conferences|neuroevolution|2021-2025,22.6875,110,32,0.2909090909090909,66,10,0.15151515151515152
68486,hybrid,2024,GECCO,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
68625,hybrid,2024,GECCO,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
98327,dl_native,2021,SSCI,SSCI (mixed conf.),dl_native,2021-2025,SSCI (mixed conf.)|dl_native|2021-2025,9.3,160,40,0.25,93,40,0.43010752688172044
97939,dl_native,2022,SSCI,SSCI (mixed conf.),dl_native,2021-2025,SSCI (mixed conf.)|dl_native|2021-2025,9.3,160,40,0.25,93,40,0.43010752688172044
101634,other,2022,SWEVC,Core EC journals,other,2021-2025,Core EC journals|other|2021-2025,4.842105263157896,40,19,0.475,23,10,0.43478260869565216
59195,dl_native,2025,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
68138,neuroevolution,2025,GECCO,Core EC conferences,neuroevolution,2021-2025,Core EC conferences|neuroevolution|2021-2025,22.6875,110,32,0.2909090909090909,66,10,0.15151515151515152
59692,dl_native,2023,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
67729,hybrid,2025,GECCO,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
67917,hybrid,2025,GECCO,Core EC conferences,hybrid,2021-2025,Core EC conferences|hybrid|2021-2025,36.120370370370374,235,54,0.2297872340425532,83,10,0.12048192771084337
69756,other,2022,GECCO,Core EC conferences,other,2021-2025,Core EC conferences|other|2021-2025,10.843478260869565,58,23,0.39655172413793105,43,10,0.23255813953488372
22716,neuroevolution,2020,CEC,Core EC conferences,neuroevolution,2016-2020,Core EC conferences|neuroevolution|2016-2020,20.742857142857144,88,28,0.3181818181818182,66,10,0.15151515151515152
99271,dl_native,2018,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,9.893617021276595,200,47,0.235,93,40,0.43010752688172044
70934,dl_native,2025,ICSI,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
18792,hybrid,2019,CEC,Core EC conferences,hybrid,2016-2020,Core EC conferences|hybrid|2016-2020,20.55238095238095,52,21,0.40384615384615385,83,10,0.12048192771084337
84367,dl_native,2024,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
48337,dl_native,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
69864,other,2022,GECCO,Core EC conferences,other,2021-2025,Core EC conferences|other|2021-2025,10.843478260869565,58,23,0.39655172413793105,43,10,0.23255813953488372
100611,dl_native,2025,SWEVC,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
42761,neuroevolution,2023,ESWA,Mixed journals,neuroevolution,2021-2025,Mixed journals|neuroevolution|2021-2025,14.01935483870968,106,31,0.29245283018867924,41,10,0.24390243902439024
48589,neuroevolution,2025,ESWA,Mixed journals,neuroevolution,2021-2025,Mixed journals|neuroevolution|2021-2025,14.01935483870968,106,31,0.29245283018867924,41,10,0.24390243902439024
49686,dl_native,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
99716,dl_native,2017,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,9.893617021276595,200,47,0.235,93,40,0.43010752688172044
95488,other,2014,SSCI,SSCI (mixed conf.),other,<=2015,SSCI (mixed conf.)|other|<=2015,3.0,2,2,1.0,30,10,0.3333333333333333
104331,hybrid,2025,TEVC,Core EC journals,hybrid,2021-2025,Core EC journals|hybrid|2021-2025,11.148148148148149,86,27,0.313953488372093,35,10,0.2857142857142857
40305,dl_native,2022,ESWA,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,58.75670103092784,483,97,0.20082815734989648,118,10,0.0847457627118644
60095,dl_native,2020,EVOINT,Core EC journals,dl_native,2016-2020,Core EC journals|dl_native|2016-2020,1.872340425531915,2,2,1.0,88,47,0.5340909090909091
98091,dl_native,2021,SSCI,SSCI (mixed conf.),dl_native,2021-2025,SSCI (mixed conf.)|dl_native|2021-2025,9.3,160,40,0.25,93,40,0.43010752688172044
67727,hybrid,2025,GECCO,Core EC conferences,hybrid,2021-2025,Core EC conferences|hybrid|2021-2025,36.120370370370374,235,54,0.2297872340425532,83,10,0.12048192771084337
97551,dl_native,2023,SSCI,SSCI (mixed conf.),dl_native,2021-2025,SSCI (mixed conf.)|dl_native|2021-2025,9.3,160,40,0.25,93,40,0.43010752688172044
11128,dl_native,2025,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
98383,neuroevolution,2020,SSCI,SSCI (mixed conf.),neuroevolution,2016-2020,SSCI (mixed conf.)|neuroevolution|2016-2020,2.3000000000000003,15,15,1.0,23,10,0.43478260869565216
57871,dl_native,2021,EVOAPP,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
10583,dl_native,2025,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
105074,hybrid,2019,TEVC,Core EC journals,hybrid,2016-2020,Core EC journals|hybrid|2016-2020,3.5,8,8,1.0,35,10,0.2857142857142857
4934,other,2020,ASOC,Mixed journals,other,2016-2020,Mixed journals|other|2016-2020,39.875,66,24,0.36363636363636365,145,10,0.06896551724137931
42015,dl_native,2023,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
82399,dl_native,2022,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
99298,dl_native,2018,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,9.893617021276595,200,47,0.235,93,40,0.43010752688172044
45458,dl_native,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
104227,other,2025,TEVC,Core EC journals,other,2021-2025,Core EC journals|other|2021-2025,4.842105263157896,40,19,0.475,23,10,0.43478260869565216
102265,other,2017,SWEVC,Core EC journals,other,2016-2020,Core EC journals|other|2016-2020,2.3000000000000003,3,3,1.0,23,10,0.43478260869565216
99811,dl_native,2017,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,9.893617021276595,200,47,0.235,93,40,0.43010752688172044
98713,dl_native,2020,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,9.893617021276595,200,47,0.235,93,40,0.43010752688172044
99345,dl_native,2018,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,9.893617021276595,200,47,0.235,93,40,0.43010752688172044
71135,dl_native,2022,ICSI,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
78137,dl_native,2015,INS,Mixed journals,dl_native,<=2015,Mixed journals|dl_native|<=2015,23.863636363636363,13,13,1.0,1050,44,0.0419047619047619
95288,dl_native,2014,SSCI,SSCI (mixed conf.),dl_native,<=2015,SSCI (mixed conf.)|dl_native|<=2015,2.325,6,6,1.0,93,40,0.43010752688172044
99156,dl_native,2019,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,9.893617021276595,200,47,0.235,93,40,0.43010752688172044
4752,dl_native,2020,ASOC,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,121.41148325358851,580,114,0.19655172413793104,1050,44,0.0419047619047619
98676,hybrid,2020,SSCI,SSCI (mixed conf.),hybrid,2016-2020,SSCI (mixed conf.)|hybrid|2016-2020,1.7999999999999998,8,8,1.0,18,10,0.5555555555555556
65784,other,2019,GECCO,Core EC conferences,other,2016-2020,Core EC conferences|other|2016-2020,6.18125,23,16,0.6956521739130435,43,10,0.23255813953488372
84974,dl_native,2023,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
59606,dl_native,2023,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
57988,dl_native,2018,EVOAPP,Core EC conferences,dl_native,2016-2020,Core EC conferences|dl_native|2016-2020,2.3469387755102042,42,42,1.0,115,49,0.4260869565217391
59430,dl_native,2024,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
118044,other,2002,CEC,Core EC conferences,other,<=2015,Core EC conferences|other|<=2015,4.3,4,4,1.0,43,10,0.23255813953488372
11199,dl_native,2025,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
70062,neuroevolution,2021,GECCO,Core EC conferences,neuroevolution,2021-2025,Core EC conferences|neuroevolution|2021-2025,22.6875,110,32,0.2909090909090909,66,10,0.15151515151515152
98316,dl_native,2021,SSCI,SSCI (mixed conf.),dl_native,2021-2025,SSCI (mixed conf.)|dl_native|2021-2025,9.3,160,40,0.25,93,40,0.43010752688172044
112688,other,2021,SOFTCOMP,Mixed journals,other,2021-2025,Mixed journals|other|2021-2025,73.19711538461539,525,104,0.1980952380952381,145,10,0.06896551724137931
5753,hybrid,2019,ASOC,Mixed journals,neuroevolution,2016-2020,Mixed journals|neuroevolution|2016-2020,4.1000000000000005,10,10,1.0,41,10,0.24390243902439024
22254,hybrid,2021,CEC,Core EC conferences,neuroevolution,2021-2025,Core EC conferences|neuroevolution|2021-2025,22.6875,110,32,0.2909090909090909,66,10,0.15151515151515152
91020,dl_native,2025,MEMETIC,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
101904,hybrid,2020,SWEVC,Core EC journals,hybrid,2016-2020,Core EC journals|hybrid|2016-2020,3.5,8,8,1.0,35,10,0.2857142857142857
59483,dl_native,2025,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
98716,hybrid,2020,SSCI,SSCI (mixed conf.),hybrid,2016-2020,SSCI (mixed conf.)|hybrid|2016-2020,1.7999999999999998,8,8,1.0,18,10,0.5555555555555556
99669,dl_native,2017,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,9.893617021276595,200,47,0.235,93,40,0.43010752688172044
