corpus_id,majority_label,human_label,year,venue_abbr,label_MiniMax-M3,label_GLM-5.3,label_DeepSeek-V4.1-Flash,label_Claude-Sonnet-5,era,N1,n1,pi1,candidate,sampling_label,N2,n2,pi2,weight,production_label,m1_eligible,abstract_status,target_venue,group
28230,propose_new,propose_new,2011,ESWA,,propose_new,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new,820,81,0.09878048780487805,621.4525636747859,propose_new,True,nonempty,True,Mixed journals
24830,improve,apply,2005,EMO,improve,apply,improve,apply,2005-2009,13159,333,0.02530587430655825,True,improve,244,37,0.15163934426229508,260.5954062170278,improve,True,nonempty,True,Core EC conferences
124172,review,other,2009,INS,review,other,review,other,2005-2009,13159,333,0.02530587430655825,True,review,45,22,0.4888888888888889,80.82923832923834,review,True,nonempty,True,Mixed journals
60797,review,review,2007,GECCO,review,review,review,review,2005-2009,13159,333,0.02530587430655825,True,review,45,22,0.4888888888888889,80.82923832923834,review,True,nonempty,True,Core EC conferences
58389,improve,improve,2013,EVOAPP,improve,improve,improve,improve,2010-2014,20442,333,0.016289991194599354,True,improve,244,37,0.15163934426229508,404.8249330411492,improve,True,nonempty,True,Core EC conferences
73833,propose_new,propose_new,2013,INS,apply,propose_new,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new,820,81,0.09878048780487805,621.4525636747859,apply,True,nonempty,True,Mixed journals
65619,other,other,2019,GECCO,other,other,other,other,2015-2019,20521,333,0.016227279372350276,True,other,167,31,0.18562874251497005,331.97781652620364,other,True,nonempty,True,Core EC conferences
123636,other,other,2008,INS,other,other,other,other,2005-2009,13159,333,0.02530587430655825,True,other,167,31,0.18562874251497005,212.8792986534922,other,True,nonempty,True,Mixed journals
48170,apply,apply,2025,ESWA,apply,propose_new,apply,apply,2020-2025,40240,333,0.008275347912524851,True,apply,347,45,0.12968299711815562,931.8171504838172,apply,True,nonempty,True,Mixed journals
9616,benchmark,benchmark,2022,ASOC,benchmark,benchmark,benchmark,benchmark,2020-2025,40240,333,0.008275347912524851,True,benchmark,89,25,0.2808988764044944,430.19339339339336,benchmark,True,nonempty,True,Mixed journals
61591,propose_new,hybrid,2005,GECCO,propose_new,hybrid,hybrid,propose_new,2005-2009,13159,333,0.02530587430655825,True,propose_new,820,81,0.09878048780487805,400.04374745115484,propose_new,True,nonempty,True,Core EC conferences
61807,apply,apply,2004,GECCO,apply,apply,apply,other,2000-2004,4013,333,0.08298031397956641,True,apply,347,45,0.12968299711815562,92.926993660327,apply,False,empty,True,Core EC conferences
61915,propose_new,propose_new,2003,GECCO,propose_new,propose_new,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,propose_new,820,81,0.09878048780487805,121.99829459088716,propose_new,True,nonempty,True,Core EC conferences
74337,propose_new,propose_new,2011,INS,hybrid,propose_new,propose_new,other,2010-2014,20442,333,0.016289991194599354,True,propose_new,820,81,0.09878048780487805,621.4525636747859,hybrid,True,nonempty,True,Mixed journals
89749,theory,theory,1999,INS,theory,other,other,theory,1990-1999,947,333,0.35163674762407604,True,theory,160,31,0.19375,14.677903710161775,theory,True,nonempty,True,Mixed journals
65223,hybrid,hybrid,2020,GECCO,hybrid,hybrid,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,hybrid,125,28,0.224,539.4680394680394,hybrid,True,nonempty,True,Core EC conferences
94111,propose_new,improve,1992,PPSN,improve,propose_new,propose_new,other,1990-1999,947,333,0.35163674762407604,True,propose_new,820,81,0.09878048780487805,28.78953027101175,improve,False,empty,True,Core EC conferences
65616,improve,improve,2019,GECCO,improve,improve,improve,improve,2015-2019,20521,333,0.016227279372350276,True,improve,244,37,0.15163934426229508,406.38941644347045,improve,True,nonempty,True,Core EC conferences
106149,propose_new,propose_new,1998,TEVC,propose_new,propose_new,propose_new,propose_new,1990-1999,947,333,0.35163674762407604,True,propose_new,820,81,0.09878048780487805,28.78953027101175,propose_new,True,nonempty,True,Core EC journals
96245,propose_new,propose_new,2014,SSCI,propose_new,propose_new,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new,820,81,0.09878048780487805,621.4525636747859,propose_new,True,nonempty,True,SSCI (mixed conf.)
16751,improve,improve,2010,CEC,improve,improve,improve,improve,2010-2014,20442,333,0.016289991194599354,True,improve,244,37,0.15163934426229508,404.8249330411492,improve,True,nonempty,True,Core EC conferences
4832,propose_new,propose_new,2020,ASOC,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,propose_new,True,nonempty,True,Mixed journals
23549,other,other,2011,CIM,other,other,other,other,2010-2014,20442,333,0.016289991194599354,True,other,167,31,0.18562874251497005,330.69979657076436,other,True,nonempty,True,Mixed journals
103180,propose_new,propose_new,2025,TETCI,,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,propose_new,True,nonempty,True,Mixed journals
75130,propose_new,propose_new,2008,INS,propose_new,propose_new,propose_new,propose_new,2005-2009,13159,333,0.02530587430655825,True,propose_new,820,81,0.09878048780487805,400.04374745115484,propose_new,True,nonempty,True,Mixed journals
7096,propose_new,hybrid,2023,ASOC,hybrid,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,hybrid,True,nonempty,True,Mixed journals
20325,benchmark,benchmark,2015,CEC,benchmark,benchmark,benchmark,benchmark,2015-2019,20521,333,0.016227279372350276,True,benchmark,89,25,0.2808988764044944,219.3836636636636,benchmark,True,nonempty,True,Core EC conferences
81928,benchmark,benchmark,2022,INS,benchmark,benchmark,benchmark,benchmark,2020-2025,40240,333,0.008275347912524851,True,benchmark,89,25,0.2808988764044944,430.19339339339336,benchmark,True,nonempty,True,Mixed journals
99134,improve,improve,2019,SSCI,improve,improve,improve,improve,2015-2019,20521,333,0.016227279372350276,True,improve,244,37,0.15163934426229508,406.38941644347045,improve,True,nonempty,True,SSCI (mixed conf.)
2028,benchmark,benchmark,2016,ASOC,improve,benchmark,benchmark,apply,2015-2019,20521,333,0.016227279372350276,True,benchmark,89,25,0.2808988764044944,219.3836636636636,improve,True,nonempty,True,Mixed journals
96637,apply,apply,2009,SSCI,apply,apply,apply,apply,2005-2009,13159,333,0.02530587430655825,True,apply,347,45,0.12968299711815562,304.71624958291625,apply,True,nonempty,True,SSCI (mixed conf.)
22342,hybrid,hybrid,2021,CEC,hybrid,hybrid,hybrid,hybrid,2020-2025,40240,333,0.008275347912524851,True,hybrid,125,28,0.224,539.4680394680394,hybrid,True,nonempty,True,Core EC conferences
65785,benchmark,benchmark,2019,GECCO,apply,benchmark,benchmark,improve,2015-2019,20521,333,0.016227279372350276,True,benchmark,89,25,0.2808988764044944,219.3836636636636,apply,True,nonempty,True,Core EC conferences
76656,propose_new,propose_new,2017,INS,,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new,820,81,0.09878048780487805,623.8542245949653,other,True,nonempty,True,Mixed journals
90031,other,other,1997,INS,other,propose_new,other,other,1990-1999,947,333,0.35163674762407604,True,other,167,31,0.18562874251497005,15.320061997481352,other,True,nonempty,True,Mixed journals
124303,other,other,2009,INS,other,other,other,other,2005-2009,13159,333,0.02530587430655825,True,other,167,31,0.18562874251497005,212.8792986534922,other,True,nonempty,True,Mixed journals
81457,improve,improve,2018,INS,improve,improve,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,improve,244,37,0.15163934426229508,406.38941644347045,improve,True,nonempty,True,Mixed journals
116729,improve,improve,2008,ECJ,improve,improve,propose_new,propose_new,2005-2009,13159,333,0.02530587430655825,True,improve,244,37,0.15163934426229508,260.5954062170278,improve,True,nonempty,True,Core EC journals
89786,theory,theory,1998,INS,theory,other,theory,theory,1990-1999,947,333,0.35163674762407604,True,theory,160,31,0.19375,14.677903710161775,theory,True,nonempty,True,Mixed journals
71751,propose_new,theory,2016,ICSI,other,propose_new,propose_new,theory,2015-2019,20521,333,0.016227279372350276,True,propose_new,820,81,0.09878048780487805,623.8542245949653,other,True,nonempty,True,Core EC conferences
71286,benchmark,benchmark,2019,ICSI,benchmark,benchmark,benchmark,benchmark,2015-2019,20521,333,0.016227279372350276,True,benchmark,89,25,0.2808988764044944,219.3836636636636,benchmark,True,nonempty,True,Core EC conferences
101192,propose_new,propose_new,2024,SWEVC,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,propose_new,True,nonempty,True,Core EC journals
90652,propose_new,propose_new,2007,JOH,propose_new,propose_new,propose_new,propose_new,2005-2009,13159,333,0.02530587430655825,True,propose_new,820,81,0.09878048780487805,400.04374745115484,propose_new,True,nonempty,True,Mixed journals
96678,apply,apply,2009,SSCI,improve,apply,apply,propose_new,2005-2009,13159,333,0.02530587430655825,True,apply,347,45,0.12968299711815562,304.71624958291625,improve,True,nonempty,True,SSCI (mixed conf.)
90933,apply,apply,1997,JOH,apply,apply,apply,apply,1990-1999,947,333,0.35163674762407604,True,apply,347,45,0.12968299711815562,21.929195862529195,apply,True,nonempty,True,Mixed journals
89887,propose_new,propose_new,1998,INS,propose_new,propose_new,propose_new,propose_new,1990-1999,947,333,0.35163674762407604,True,propose_new,820,81,0.09878048780487805,28.78953027101175,propose_new,True,nonempty,True,Mixed journals
57551,propose_new,propose_new,2000,EUROGP,propose_new,hybrid,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,propose_new,820,81,0.09878048780487805,121.99829459088716,propose_new,True,nonempty,True,Core EC conferences
96436,review,review,2013,SSCI,review,review,propose_new,other,2010-2014,20442,333,0.016289991194599354,True,review,45,22,0.4888888888888889,125.56511056511057,review,True,nonempty,True,SSCI (mixed conf.)
83958,propose_new,propose_new,2021,INS,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,propose_new,True,nonempty,True,Mixed journals
117673,apply,apply,2000,CEC,apply,apply,apply,apply,2000-2004,4013,333,0.08298031397956641,True,apply,347,45,0.12968299711815562,92.926993660327,apply,True,nonempty,True,Core EC conferences
66314,improve,improve,2018,GECCO,improve,improve,improve,improve,2015-2019,20521,333,0.016227279372350276,True,improve,244,37,0.15163934426229508,406.38941644347045,improve,True,nonempty,True,Core EC conferences
1574,hybrid,hybrid,2016,ASOC,hybrid,hybrid,hybrid,propose_new,2015-2019,20521,333,0.016227279372350276,True,hybrid,125,28,0.224,275.10993135993135,hybrid,True,nonempty,True,Mixed journals
93679,benchmark,benchmark,1998,PPSN,apply,benchmark,benchmark,theory,1990-1999,947,333,0.35163674762407604,True,benchmark,89,25,0.2808988764044944,10.124084084084084,apply,True,nonempty,True,Core EC conferences
31996,theory,theory,2013,ESWA,improve,theory,theory,propose_new,2010-2014,20442,333,0.016289991194599354,True,theory,160,31,0.19375,316.8381284510317,improve,True,nonempty,True,Mixed journals
94008,hybrid,hybrid,1994,PPSN,hybrid,hybrid,hybrid,hybrid,1990-1999,947,333,0.35163674762407604,True,hybrid,125,28,0.224,12.695731445731445,hybrid,True,nonempty,True,Core EC conferences
94344,other,theory,2003,SOFTCOMP,theory,other,other,other,2000-2004,4013,333,0.08298031397956641,True,other,167,31,0.18562874251497005,64.9201782427589,theory,True,nonempty,True,Mixed journals
1313,improve,improve,2003,ASOC,improve,improve,improve,propose_new,2000-2004,4013,333,0.08298031397956641,True,improve,244,37,0.15163934426229508,79.47179612044476,improve,True,nonempty,True,Mixed journals
88895,improve,improve,2005,INS,improve,improve,improve,improve,2005-2009,13159,333,0.02530587430655825,True,improve,244,37,0.15163934426229508,260.5954062170278,improve,True,nonempty,True,Mixed journals
12307,propose_new,propose_new,2024,ASOC,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,propose_new,True,nonempty,True,Mixed journals
64614,other,other,2009,GECCO,other,propose_new,propose_new,other,2005-2009,13159,333,0.02530587430655825,True,other,167,31,0.18562874251497005,212.8792986534922,other,True,nonempty,True,Core EC conferences
57387,apply,apply,2004,EUROGP,apply,apply,apply,apply,2000-2004,4013,333,0.08298031397956641,True,apply,347,45,0.12968299711815562,92.926993660327,apply,True,nonempty,True,Core EC conferences
45405,apply,other,2024,ESWA,apply,other,apply,other,2020-2025,40240,333,0.008275347912524851,True,apply,347,45,0.12968299711815562,931.8171504838172,apply,True,nonempty,True,Mixed journals
38367,propose_new,propose_new,2019,ESWA,propose_new,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new,820,81,0.09878048780487805,623.8542245949653,propose_new,True,nonempty,True,Mixed journals
118860,hybrid,apply,2004,CEC,apply,hybrid,hybrid,propose_new,2000-2004,4013,333,0.08298031397956641,True,hybrid,125,28,0.224,53.79933504933505,apply,True,nonempty,True,Core EC conferences
44741,propose_new,propose_new,2024,ESWA,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,propose_new,True,nonempty,True,Mixed journals
7988,improve,improve,2022,ASOC,improve,improve,improve,improve,2020-2025,40240,333,0.008275347912524851,True,improve,244,37,0.15163934426229508,796.8963558152747,improve,True,nonempty,True,Mixed journals
5442,hybrid,hybrid,2017,ASOC,hybrid,hybrid,hybrid,hybrid,2015-2019,20521,333,0.016227279372350276,True,hybrid,125,28,0.224,275.10993135993135,hybrid,True,nonempty,True,Mixed journals
62230,propose_new,benchmark,2004,GECCO,apply,propose_new,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,propose_new,820,81,0.09878048780487805,121.99829459088716,apply,True,nonempty,True,Core EC conferences
102273,propose_new,propose_new,2016,SWEVC,propose_new,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new,820,81,0.09878048780487805,623.8542245949653,propose_new,True,nonempty,True,Core EC journals
5231,propose_new,propose_new,2019,ASOC,propose_new,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new,820,81,0.09878048780487805,623.8542245949653,propose_new,True,nonempty,True,Mixed journals
93788,theory,theory,1996,PPSN,theory,theory,theory,propose_new,1990-1999,947,333,0.35163674762407604,True,theory,160,31,0.19375,14.677903710161775,theory,True,nonempty,True,Core EC conferences
18894,improve,improve,2018,CEC,improve,improve,propose_new,improve,2015-2019,20521,333,0.016227279372350276,True,improve,244,37,0.15163934426229508,406.38941644347045,improve,True,nonempty,True,Core EC conferences
18195,propose_new,propose_new,2008,CEC,propose_new,propose_new,propose_new,propose_new,2005-2009,13159,333,0.02530587430655825,True,propose_new,820,81,0.09878048780487805,400.04374745115484,propose_new,True,nonempty,True,Core EC conferences
70661,benchmark,benchmark,2013,GPEM,benchmark,benchmark,benchmark,benchmark,2010-2014,20442,333,0.016289991194599354,True,benchmark,89,25,0.2808988764044944,218.53909909909908,benchmark,True,nonempty,True,Core EC journals
41482,propose_new,propose_new,2023,ESWA,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,propose_new,True,nonempty,True,Mixed journals
117995,propose_new,propose_new,2001,CEC,apply,propose_new,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,propose_new,820,81,0.09878048780487805,121.99829459088716,apply,True,nonempty,True,Core EC conferences
105957,apply,apply,2003,TEVC,apply,apply,apply,apply,2000-2004,4013,333,0.08298031397956641,True,apply,347,45,0.12968299711815562,92.926993660327,apply,True,nonempty,True,Core EC journals
93954,apply,apply,1996,PPSN,hybrid,apply,apply,other,1990-1999,947,333,0.35163674762407604,True,apply,347,45,0.12968299711815562,21.929195862529195,hybrid,False,empty,True,Core EC conferences
89728,other,theory,1999,INS,other,other,other,other,1990-1999,947,333,0.35163674762407604,True,other,167,31,0.18562874251497005,15.320061997481352,other,True,nonempty,True,Mixed journals
89981,propose_new,propose_new,1997,INS,propose_new,propose_new,,propose_new,1990-1999,947,333,0.35163674762407604,True,propose_new,820,81,0.09878048780487805,28.78953027101175,propose_new,True,nonempty,True,Mixed journals
80097,benchmark,benchmark,2020,INS,benchmark,benchmark,benchmark,benchmark,2020-2025,40240,333,0.008275347912524851,True,benchmark,89,25,0.2808988764044944,430.19339339339336,benchmark,True,nonempty,True,Mixed journals
94013,propose_new,improve,1994,PPSN,propose_new,propose_new,propose_new,propose_new,1990-1999,947,333,0.35163674762407604,True,propose_new,820,81,0.09878048780487805,28.78953027101175,propose_new,True,nonempty,True,Core EC conferences
9417,propose_new,propose_new,2021,ASOC,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,propose_new,True,nonempty,True,Mixed journals
118597,apply,apply,2003,CEC,apply,apply,apply,propose_new,2000-2004,4013,333,0.08298031397956641,True,apply,347,45,0.12968299711815562,92.926993660327,apply,True,nonempty,True,Core EC conferences
98774,review,review,2019,SSCI,review,review,review,review,2015-2019,20521,333,0.016227279372350276,True,review,45,22,0.4888888888888889,126.05036855036856,review,True,nonempty,True,SSCI (mixed conf.)
60898,benchmark,benchmark,2007,GECCO,benchmark,benchmark,benchmark,benchmark,2005-2009,13159,333,0.02530587430655825,True,benchmark,89,25,0.2808988764044944,140.6787987987988,benchmark,True,nonempty,True,Core EC conferences
15714,hybrid,hybrid,2013,CEC,hybrid,hybrid,hybrid,hybrid,2010-2014,20442,333,0.016289991194599354,True,hybrid,125,28,0.224,274.05083655083655,hybrid,True,nonempty,True,Core EC conferences
89769,propose_new,propose_new,1999,INS,other,propose_new,propose_new,propose_new,1990-1999,947,333,0.35163674762407604,True,propose_new,820,81,0.09878048780487805,28.78953027101175,other,True,nonempty,True,Mixed journals
17648,apply,apply,2009,CEC,apply,apply,apply,apply,2005-2009,13159,333,0.02530587430655825,True,apply,347,45,0.12968299711815562,304.71624958291625,apply,True,nonempty,True,Core EC conferences
11520,improve,improve,2025,ASOC,improve,improve,,propose_new,2020-2025,40240,333,0.008275347912524851,True,improve,244,37,0.15163934426229508,796.8963558152747,improve,True,nonempty,True,Mixed journals
29318,hybrid,hybrid,2010,ESWA,hybrid,hybrid,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,hybrid,125,28,0.224,274.05083655083655,hybrid,True,nonempty,True,Mixed journals
91612,review,review,2022,NATCOMP,review,review,review,review,2020-2025,40240,333,0.008275347912524851,True,review,45,22,0.4888888888888889,247.17444717444715,review,True,nonempty,True,Mixed journals
60763,improve,improve,2007,GECCO,improve,improve,improve,improve,2005-2009,13159,333,0.02530587430655825,True,improve,244,37,0.15163934426229508,260.5954062170278,improve,True,nonempty,True,Core EC conferences
89955,review,review,1997,INS,review,review,review,review,1990-1999,947,333,0.35163674762407604,True,review,45,22,0.4888888888888889,5.816953316953317,review,True,nonempty,True,Mixed journals
93684,benchmark,benchmark,1998,PPSN,review,benchmark,benchmark,benchmark,1990-1999,947,333,0.35163674762407604,True,benchmark,89,25,0.2808988764044944,10.124084084084084,review,True,nonempty,True,Core EC conferences
106058,improve,improve,2001,TEVC,improve,improve,improve,improve,2000-2004,4013,333,0.08298031397956641,True,improve,244,37,0.15163934426229508,79.47179612044476,improve,True,nonempty,True,Core EC journals
35832,apply,apply,2016,ESWA,apply,apply,apply,apply,2015-2019,20521,333,0.016227279372350276,True,apply,347,45,0.12968299711815562,475.19432766099425,apply,True,nonempty,True,Mixed journals
27106,other,other,2006,ESWA,other,propose_new,other,other,2005-2009,13159,333,0.02530587430655825,True,other,167,31,0.18562874251497005,212.8792986534922,other,True,nonempty,True,Mixed journals
61492,theory,theory,2005,GECCO,theory,theory,theory,theory,2005-2009,13159,333,0.02530587430655825,True,theory,160,31,0.19375,203.95621427879493,theory,True,nonempty,True,Core EC conferences
73909,theory,theory,2012,INS,theory,theory,theory,theory,2010-2014,20442,333,0.016289991194599354,True,theory,160,31,0.19375,316.8381284510317,theory,True,nonempty,True,Mixed journals
97958,propose_new,propose_new,2022,SSCI,propose_new,hybrid,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,propose_new,True,nonempty,True,SSCI (mixed conf.)
9678,apply,apply,2021,ASOC,apply,propose_new,,apply,2020-2025,40240,333,0.008275347912524851,True,apply,347,45,0.12968299711815562,931.8171504838172,apply,True,nonempty,True,Mixed journals
41470,apply,apply,2023,ESWA,apply,apply,apply,apply,2020-2025,40240,333,0.008275347912524851,True,apply,347,45,0.12968299711815562,931.8171504838172,apply,True,nonempty,True,Mixed journals
32390,apply,apply,2012,ESWA,apply,propose_new,apply,other,2010-2014,20442,333,0.016289991194599354,True,apply,347,45,0.12968299711815562,473.36496496496494,apply,True,nonempty,True,Mixed journals
90749,hybrid,hybrid,2004,JOH,hybrid,hybrid,hybrid,hybrid,2000-2004,4013,333,0.08298031397956641,True,hybrid,125,28,0.224,53.79933504933505,hybrid,True,nonempty,True,Mixed journals
60312,review,review,2008,EVOINT,review,review,review,review,2005-2009,13159,333,0.02530587430655825,True,review,45,22,0.4888888888888889,80.82923832923834,review,True,nonempty,True,Core EC journals
93546,propose_new,propose_new,2004,PPSN,propose_new,propose_new,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,propose_new,820,81,0.09878048780487805,121.99829459088716,propose_new,True,nonempty,True,Core EC conferences
118394,hybrid,hybrid,2003,CEC,hybrid,hybrid,hybrid,propose_new,2000-2004,4013,333,0.08298031397956641,True,hybrid,125,28,0.224,53.79933504933505,hybrid,True,nonempty,True,Core EC conferences
94175,theory,theory,1991,PPSN,theory,theory,theory,theory,1990-1999,947,333,0.35163674762407604,True,theory,160,31,0.19375,14.677903710161775,theory,True,nonempty,True,Core EC conferences
75071,other,propose_new,2009,INS,other,propose_new,propose_new,other,2005-2009,13159,333,0.02530587430655825,True,other,167,31,0.18562874251497005,212.8792986534922,other,True,nonempty,True,Mixed journals
62062,hybrid,hybrid,2004,GECCO,hybrid,hybrid,hybrid,propose_new,2000-2004,4013,333,0.08298031397956641,True,hybrid,125,28,0.224,53.79933504933505,hybrid,True,nonempty,True,Core EC conferences
19647,improve,improve,2016,CEC,improve,improve,improve,improve,2015-2019,20521,333,0.016227279372350276,True,improve,244,37,0.15163934426229508,406.38941644347045,improve,True,nonempty,True,Core EC conferences
62348,apply,apply,2003,GECCO,apply,apply,apply,apply,2000-2004,4013,333,0.08298031397956641,True,apply,347,45,0.12968299711815562,92.926993660327,apply,True,nonempty,True,Core EC conferences
24917,improve,improve,2001,EMO,improve,improve,improve,improve,2000-2004,4013,333,0.08298031397956641,True,improve,244,37,0.15163934426229508,79.47179612044476,improve,True,nonempty,True,Core EC conferences
130,other,other,1999,OTHER,other,other,other,apply,1990-1999,947,333,0.35163674762407604,True,other,167,31,0.18562874251497005,15.320061997481352,other,False,nonempty,False,Unmapped
124313,other,other,2009,INS,other,review,other,other,2005-2009,13159,333,0.02530587430655825,True,other,167,31,0.18562874251497005,212.8792986534922,other,True,nonempty,True,Mixed journals
100026,apply,apply,2017,SSCI,apply,apply,apply,apply,2015-2019,20521,333,0.016227279372350276,True,apply,347,45,0.12968299711815562,475.19432766099425,apply,True,nonempty,True,SSCI (mixed conf.)
65708,apply,apply,2019,GECCO,apply,apply,apply,apply,2015-2019,20521,333,0.016227279372350276,True,apply,347,45,0.12968299711815562,475.19432766099425,apply,True,nonempty,True,Core EC conferences
